filename,title,board,link,style,description,alt_text,char_count
pin-12-panelled-grey-panelled-stone-surround.png,Grey Panelled Steel Front Door with Stone Surround,panelled,https://steelr.co.uk/collection/steelr-grey-panelled-stone-surround,panel,"Grey Panelled Steel Front Door with Stone Surround. Classical Proportion. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: panelled front door ideas, classic panelled entrance, panelled steel door inspiration. Private consultations at steelr.co.uk.",Grey Panelled Steel Front Door with Stone Surround. Classical Proportion. SteelR bespoke steel entrance door.,483
pin-13-ornate-cobalt-ornate-lion-knocker.png,Cobalt Blue Ornate Steel Front Door,ornate,https://steelr.co.uk/collection/steelr-cobalt-ornate-lion-knocker,panel,"Cobalt Blue Ornate Steel Front Door. Bespoke Craftsmanship. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: ornate front door ideas, grand entrance inspiration, ornate steel door, period door inspiration. Private consultations at steelr.co.uk.",Cobalt Blue Ornate Steel Front Door. Bespoke Craftsmanship. SteelR bespoke steel entrance door.,479
pin-14-contemporary-champagne-arched-geometric-double.png,Champagne Arched Geometric Double Steel Front Door,contemporary,https://steelr.co.uk/collection/steelr-champagne-arched-geometric-double,panel,"Champagne Arched Geometric Double Steel Front Door. Architect Ready. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: contemporary front door ideas, modern steel front door, architect front door, minimalist entrance. Private consultations at steelr.co.uk.",Champagne Arched Geometric Double Steel Front Door. Architect Ready. SteelR bespoke steel entrance door.,490
pin-15-traditional-black-traditional-timber-canopy.png,Black Traditional Steel Front Door with Timber Canopy,traditional,https://steelr.co.uk/collection/steelr-black-traditional-timber-canopy,panel,"Black Traditional Steel Front Door with Timber Canopy. Heritage Detailing. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: traditional front door UK, period property front door, traditional steel front door, heritage home entrance. Private consultations at steelr.co.uk.",Black Traditional Steel Front Door with Timber Canopy. Heritage Detailing. SteelR bespoke steel entrance door.,506
pin-16-contemporary-espresso-contemporary-gold-inlay.png,Espresso Contemporary Steel Front Door with Gold Inlay,contemporary,https://steelr.co.uk/collection/steelr-espresso-contemporary-gold-inlay,panel,"Espresso Contemporary Steel Front Door with Gold Inlay. Architect Ready. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: contemporary front door ideas, modern steel front door, architect front door, minimalist entrance. Private consultations at steelr.co.uk.",Espresso Contemporary Steel Front Door with Gold Inlay. Architect Ready. SteelR bespoke steel entrance door.,494
pin-17-contemporary-charcoal-contemporary-horizontal-double.png,Charcoal Horizontal Line Contemporary Steel Door,contemporary,https://steelr.co.uk/collection/steelr-charcoal-contemporary-horizontal-double,panel,"Charcoal Horizontal Line Contemporary Steel Door. Architect Ready. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: contemporary front door ideas, modern steel front door, architect front door, minimalist entrance. Private consultations at steelr.co.uk.",Charcoal Horizontal Line Contemporary Steel Door. Architect Ready. SteelR bespoke steel entrance door.,488
pin-18-traditional-black-traditional-stained-glass.png,Black Traditional Steel Front Door with Stained Glass,traditional,https://steelr.co.uk/collection/steelr-black-traditional-stained-glass,panel,"Black Traditional Steel Front Door with Stained Glass. Heritage Detailing. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: traditional front door UK, period property front door, traditional steel front door, heritage home entrance. Private consultations at steelr.co.uk.",Black Traditional Steel Front Door with Stained Glass. Heritage Detailing. SteelR bespoke steel entrance door.,506
pin-19-panelled-navy-panelled-lanterns-fanlight.png,Navy Panelled Steel Front Door with Lanterns,panelled,https://steelr.co.uk/collection/steelr-navy-panelled-lanterns-fanlight,panel,"Navy Panelled Steel Front Door with Lanterns. Classical Proportion. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: panelled front door ideas, classic panelled entrance, panelled steel door inspiration. Private consultations at steelr.co.uk.",Navy Panelled Steel Front Door with Lanterns. Classical Proportion. SteelR bespoke steel entrance door.,477
pin-20-ornate-black-ornate-checkerboard-canopy.png,Black Ornate Checkerboard Steel Front Door,ornate,https://steelr.co.uk/collection/steelr-black-ornate-checkerboard-canopy,panel,"Black Ornate Checkerboard Steel Front Door. Bespoke Craftsmanship. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: ornate front door ideas, grand entrance inspiration, ornate steel door, period door inspiration. Private consultations at steelr.co.uk.",Black Ornate Checkerboard Steel Front Door. Bespoke Craftsmanship. SteelR bespoke steel entrance door.,486
pin-21-panelled-grey-panelled-lever-handle.png,Grey Panelled Steel Front Door with Lever Handle,panelled,https://steelr.co.uk/collection/steelr-grey-panelled-lever-handle,panel,"Grey Panelled Steel Front Door with Lever Handle. Classical Proportion. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: panelled front door ideas, classic panelled entrance, panelled steel door inspiration. Private consultations at steelr.co.uk.",Grey Panelled Steel Front Door with Lever Handle. Classical Proportion. SteelR bespoke steel entrance door.,481
pin-22-ornate-black-ornate-lion-knocker-gable.png,Black Ornate Steel Front Door with Gable Porch,ornate,https://steelr.co.uk/collection/steelr-black-ornate-lion-knocker-gable,panel,"Black Ornate Steel Front Door with Gable Porch. Bespoke Craftsmanship. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: ornate front door ideas, grand entrance inspiration, ornate steel door, period door inspiration. Private consultations at steelr.co.uk.",Black Ornate Steel Front Door with Gable Porch. Bespoke Craftsmanship. SteelR bespoke steel entrance door.,490
pin-23-colour-ideas-sage-contemporary-bar-handle-sidelight.png,Sage Green Contemporary Steel Front Door,colour-ideas,https://steelr.co.uk/collection/steelr-sage-contemporary-bar-handle-sidelight,panel,"Sage Green Contemporary Steel Front Door. Bespoke RAL Colour. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: coloured front door ideas, bold front door colours, statement door colour inspiration. Private consultations at steelr.co.uk.",Sage Green Contemporary Steel Front Door. Bespoke RAL Colour. SteelR bespoke steel entrance door.,471
pin-24-security-black-panelled-grille-sidelights.png,Black Panelled Steel Door with Decorative Grille,security,https://steelr.co.uk/collection/steelr-black-panelled-grille-sidelights,panel,"Black Panelled Steel Door with Decorative Grille. Secured by Design. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: high security front door, secured by design, SR3 steel door, SR4 LPS 1175. Private consultations at steelr.co.uk.",Black Panelled Steel Door with Decorative Grille. Secured by Design. SteelR bespoke steel entrance door.,466
pin-25-ornate-black-ornate-circular-fluted.png,Ornate Circular Fluted Steel Door,ornate,https://steelr.co.uk/collection/steelr-black-ornate-circular-fluted,overlay,"Ornate Circular Fluted Steel Door. Bespoke Craftsmanship. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: ornate front door ideas, grand entrance inspiration, ornate steel door, period door inspiration. Private consultations at steelr.co.uk.",Ornate Circular Fluted Steel Door. Bespoke Craftsmanship. SteelR bespoke steel entrance door.,477
pin-26-contemporary-black-contemporary-dual-sidelights.png,Contemporary Steel Door with Dual Sidelights,contemporary,https://steelr.co.uk/collection/steelr-black-contemporary-dual-sidelights,overlay,"Contemporary Steel Door with Dual Sidelights. Architect Ready. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: contemporary front door ideas, modern steel front door, architect front door, minimalist entrance. Private consultations at steelr.co.uk.",Contemporary Steel Door with Dual Sidelights. Architect Ready. SteelR bespoke steel entrance door.,484
pin-27-panelled-olive-panelled-ring-knocker-sidelight.png,Olive Panelled Steel Door with Ring Knocker,panelled,https://steelr.co.uk/collection/steelr-olive-panelled-ring-knocker-sidelight,overlay,"Olive Panelled Steel Door with Ring Knocker. Classical Proportion. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: panelled front door ideas, classic panelled entrance, panelled steel door inspiration. Private consultations at steelr.co.uk.",Olive Panelled Steel Door with Ring Knocker. Classical Proportion. SteelR bespoke steel entrance door.,476
pin-28-traditional-black-traditional-lion-knocker-sidelights-garden.png,Black Traditional Steel Door with Lion Knocker,traditional,https://steelr.co.uk/collection/steelr-black-traditional-lion-knocker-sidelights-garden,overlay,"Black Traditional Steel Door with Lion Knocker. Heritage Detailing. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: traditional front door UK, period property front door, traditional steel front door, heritage home entrance. Private consultations at steelr.co.uk.",Black Traditional Steel Door with Lion Knocker. Heritage Detailing. SteelR bespoke steel entrance door.,499
pin-29-contemporary-navy-contemporary-square-knocker.png,Navy Contemporary Steel Door with Square Knocker,contemporary,https://steelr.co.uk/collection/steelr-navy-contemporary-square-knocker,overlay,"Navy Contemporary Steel Door with Square Knocker. Architect Ready. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: contemporary front door ideas, modern steel front door, architect front door, minimalist entrance. Private consultations at steelr.co.uk.",Navy Contemporary Steel Door with Square Knocker. Architect Ready. SteelR bespoke steel entrance door.,488
pin-30-panelled-black-panelled-ring-knocker-recessed.png,Black Panelled Steel Door with Ring Knocker,panelled,https://steelr.co.uk/collection/steelr-black-panelled-ring-knocker-recessed,overlay,"Black Panelled Steel Door with Ring Knocker. Classical Proportion. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: panelled front door ideas, classic panelled entrance, panelled steel door inspiration. Private consultations at steelr.co.uk.",Black Panelled Steel Door with Ring Knocker. Classical Proportion. SteelR bespoke steel entrance door.,476
pin-31-contemporary-grey-contemporary-horizontal-slots.png,Grey Contemporary Steel Door with Horizontal Slots,contemporary,https://steelr.co.uk/collection/steelr-grey-contemporary-horizontal-slots,overlay,"Grey Contemporary Steel Door with Horizontal Slots. Architect Ready. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: contemporary front door ideas, modern steel front door, architect front door, minimalist entrance. Private consultations at steelr.co.uk.",Grey Contemporary Steel Door with Horizontal Slots. Architect Ready. SteelR bespoke steel entrance door.,490
pin-32-colour-ideas-teal-panelled-glass-hallway.png,Teal Panelled Steel Door with Glass Panels,colour-ideas,https://steelr.co.uk/collection/steelr-teal-panelled-glass-hallway,overlay,"Teal Panelled Steel Door with Glass Panels. Bespoke RAL Colour. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: coloured front door ideas, bold front door colours, statement door colour inspiration. Private consultations at steelr.co.uk.",Teal Panelled Steel Door with Glass Panels. Bespoke RAL Colour. SteelR bespoke steel entrance door.,473
pin-33-traditional-charcoal-traditional-oval-window-lantern.png,Charcoal Traditional Steel Door with Oval Window,traditional,https://steelr.co.uk/collection/steelr-charcoal-traditional-oval-window-lantern,overlay,"Charcoal Traditional Steel Door with Oval Window. Heritage Detailing. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: traditional front door UK, period property front door, traditional steel front door, heritage home entrance. Private consultations at steelr.co.uk.",Charcoal Traditional Steel Door with Oval Window. Heritage Detailing. SteelR bespoke steel entrance door.,501
pin-34-ornate-black-ornate-double-gable.png,Double Ornate Steel Front Doors with Gable,ornate,https://steelr.co.uk/collection/steelr-black-ornate-double-gable,overlay,"Double Ornate Steel Front Doors with Gable. Bespoke Craftsmanship. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: ornate front door ideas, grand entrance inspiration, ornate steel door, period door inspiration. Private consultations at steelr.co.uk.",Double Ornate Steel Front Doors with Gable. Bespoke Craftsmanship. SteelR bespoke steel entrance door.,486
pin-35-contemporary-black-contemporary-sunburst.png,Black Contemporary Steel Door with Sunburst Detail,contemporary,https://steelr.co.uk/collection/steelr-black-contemporary-sunburst,overlay,"Black Contemporary Steel Door with Sunburst Detail. Architect Ready. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: contemporary front door ideas, modern steel front door, architect front door, minimalist entrance. Private consultations at steelr.co.uk.",Black Contemporary Steel Door with Sunburst Detail. Architect Ready. SteelR bespoke steel entrance door.,490
pin-36-traditional-black-traditional-glazed-double.png,Black Traditional Glazed Double Steel Doors,traditional,https://steelr.co.uk/collection/steelr-black-traditional-glazed-double,overlay,"Black Traditional Glazed Double Steel Doors. Heritage Detailing. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: traditional front door UK, period property front door, traditional steel front door, heritage home entrance. Private consultations at steelr.co.uk.",Black Traditional Glazed Double Steel Doors. Heritage Detailing. SteelR bespoke steel entrance door.,496
pin-37-traditional-olive-traditional-brass-pendant.png,Olive Green Traditional Steel Door with Brass Pendant,traditional,https://steelr.co.uk/collection/steelr-olive-traditional-brass-pendant,overlay,"Olive Green Traditional Steel Door with Brass Pendant. Heritage Detailing. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: traditional front door UK, period property front door, traditional steel front door, heritage home entrance. Private consultations at steelr.co.uk.",Olive Green Traditional Steel Door with Brass Pendant. Heritage Detailing. SteelR bespoke steel entrance door.,506
pin-38-traditional-black-traditional-doctor-knocker-railings.png,Black Traditional Steel Door with Iron Railings,traditional,https://steelr.co.uk/collection/steelr-black-traditional-doctor-knocker-railings,overlay,"Black Traditional Steel Door with Iron Railings. Heritage Detailing. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: traditional front door UK, period property front door, traditional steel front door, heritage home entrance. Private consultations at steelr.co.uk.",Black Traditional Steel Door with Iron Railings. Heritage Detailing. SteelR bespoke steel entrance door.,500
pin-39-contemporary-black-contemporary-panelled-sidelights.png,Contemporary Panelled Steel Door with Sidelights,contemporary,https://steelr.co.uk/collection/steelr-black-contemporary-panelled-sidelights,overlay,"Contemporary Panelled Steel Door with Sidelights. Architect Ready. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: contemporary front door ideas, modern steel front door, architect front door, minimalist entrance. Private consultations at steelr.co.uk.",Contemporary Panelled Steel Door with Sidelights. Architect Ready. SteelR bespoke steel entrance door.,488
pin-40-ornate-black-ornate-lion-knocker-sidelights.png,Black Ornate Steel Door with Lion Knocker,ornate,https://steelr.co.uk/collection/steelr-black-ornate-lion-knocker-sidelights,overlay,"Black Ornate Steel Door with Lion Knocker. Bespoke Craftsmanship. UK-manufactured bespoke steel entrance door, SR3 certified to BS EN 1627 Class 3 as standard with SR4 (LPS 1175) commercial-grade upgrade available. Secured by Design approved, PAS 24 compliant, FD30S fire rated. Any RAL colour specification, matched inside and out. Inspiration for: ornate front door ideas, grand entrance inspiration, ornate steel door, period door inspiration. Private consultations at steelr.co.uk.",Black Ornate Steel Door with Lion Knocker. Bespoke Craftsmanship. SteelR bespoke steel entrance door.,485
